FD_PK,PSA,PARK,FQ,SCORE
40,PSA3,JOSEPH LEE RECREATION CENTER,FY09Q1,1
166,PSA1,JULIUS KAHN PLAYGROUND,FY09Q1,0.93496
23,PSA6,JURI COMMONS,FY09Q1,0.93478
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY09Q1,0.94595
191,PSA6,KID POWER PARK,FY09Q1,0.95556
115,PSA2,KOSHLAND PARK,FY09Q1,0.86275
128,PSA1,LAFAYETTE PARK,FY09Q1,0.87978
10,PSA4,LAKE MERCED PARK,FY09Q1,0.94286
107,PSA1,LAUREL HILL PLAYGROUND,FY09Q1,1
14,PSA3,LESSING/SEARS MINI PARK,FY09Q1,0.88571
103,PSA1,LINCOLN PARK,FY09Q1,0.87234
42,PSA3,LITTLE HOLLYWOOD PARK,FY09Q1,0.88679
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY09Q1,0.776
163,GGP,LOWER GREAT HIGHWAY,FY09Q1,0.65455
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY09Q1,0.96694
142,PSA1,MARITIME PLAZA,FY09Q1,1
88,PSA4,MCCOPPIN SQUARE,FY09Q1,0.87234
53,PSA2,MCKINLEY SQUARE,FY09Q1,0.61856
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY09Q1,0.98611
148,PSA1,MICHELANGELO PLAYGROUND,FY09Q1,0.96429
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY09Q1,1
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY09Q1,0.96262
70,PSA5,MIRALOMA PLAYGROUND,FY09Q1,0.96774
63,PSA6,MISSION DOLORES PARK,FY09Q1,0.7594
61,PSA6,MISSION PLAYGROUND,FY09Q1,0.89011
59,PSA6,MISSION REC CENTER,FY09Q1,0.96875
132,PSA1,MOSCONE RECREATION CENTER,FY09Q1,0.90741
102,PSA1,MOUNTAIN LAKE PARK,FY09Q1,0.90816
78,PSA5,MT OLYMPUS,FY09Q1,0.83333
176,PSA6,MULLEN/PERALTA MINI PARK,FY09Q1,1
155,PSA1,MURIEL LEFF MINI PARK,FY09Q1,0.86111
72,PSA5,NOE VALLEY COURTS,FY09Q1,0.93939
114,PSA2,PAGE/LAGUNA MINI PARK,FY09Q1,0.97619
111,PSA1,PALACE OF FINE ARTS,FY09Q1,0.81818
30,PSA3,PALEGA RECREATION CENTER,FY09Q1,0.86747
188,PSA3,PALOU/PHELPS PARK,FY09Q1,0.93478
101,PSA1,PARK PRESIDIO BLVD,FY09Q1,0.64706
84,PSA4,PARKSIDE SQUARE,FY09Q1,0.90295
187,PSA6,PARQUE NINOS UNIDOS,FY09Q1,0.96296
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY09Q1,0.80488
195,PSA5,PEIXOTTO PLAYGROUND,FY09Q1,0.90323
82,PSA4,PINE LAKE PARK,FY09Q1,0.86275
37264,PSA5,PORTOLA OPEN SPACE,FY09Q1,1
141,PSA1,PORTSMOUTH SQUARE,FY09Q1,0.88889
49,PSA6,POTRERO DEL SOL PARK,FY09Q1,0.71831
52,PSA2,POTRERO HILL RECREATION CENTER,FY09Q1,0.84028
37,PSA6,PRECITA PARK,FY09Q1,0.83019
201,PSA6,PRENTISS MINI PARK,FY09Q1,0.89655
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY09Q1,0.92982
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY09Q1,1
100,PSA1,RICHMOND PLAYGROUND,FY09Q1,1
172,PSA1,RICHMOND RECREATION CENTER,FY09Q1,1
189,PSA3,RIDGETOP PLAZA,FY09Q1,0.875
99,PSA1,ROCHAMBEAU PLAYGROUND,FY09Q1,1
9,PSA4,ROLPH NICOL PLAYGROUND,FY09Q1,0.94521
107857,PSA5,ROOSEVELT/HENRY STEPS,FY09Q1,0.95238
79,PSA5,SATURN STREET STEPS,FY09Q1,0.88462
157,PSA3,SELBY/PALOU MINI PARK,FY09Q1,0.86047
73,PSA5,SEWARD MINI PARK,FY09Q1,0.84211
123,PSA2,SGT. JOHN MACAULAY PARK,FY09Q1,0.88889
83,PSA4,SIGMUND STERN RECREATION GROVE,FY09Q1,1
39,PSA3,SILVER TERRACE PLAYGROUND,FY09Q1,0.95402
56,PSA2,SOUTH PARK,FY09Q1,1
85,PSA4,SOUTH SUNSET PLAYGROUND,FY09Q1,0.95872
31,PSA6,ST MARY'S REC CENTER,FY09Q1,0.71538
136,PSA1,ST MARY'S SQUARE,FY09Q1,0.87273
200,PSA5,STATES STREET PLAYGROUND,FY09Q1,0.95402
143,PSA1,SUE BIERMAN PARK,FY09Q1,0.96104
180,PSA5,SUNNYSIDE CONSERVATORY,FY09Q1,0.71875
67,PSA5,SUNNYSIDE PLAYGROUND,FY09Q1,0.97647
93,PSA4,SUNSET PLAYGROUND,FY09Q1,0.90909
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY09Q1,0.9434
197,PSA5,TOPAZ OPEN SPACE,FY09Q1,0
192,PSA2,TURK/HYDE MINI PARK,FY09Q1,0.95
135,PSA2,UNION SQUARE,FY09Q1,0.97619
202,PSA2,UTAH/18TH MINI PARK,FY09Q1,0.82143
169,PSA2,VICTORIA MANALO DRAVES PARK,FY09Q1,0.83553
177,PSA3,VISITACION VALLEY GREENWAY,FY09Q1,0.89247
27,PSA3,VISITACION VALLEY PLAYGROUND,FY09Q1,0.97183
4,PSA5,WALTER HAAS PLAYGROUND,FY09Q1,1
147,PSA1,WASHINGTON SQUARE,FY09Q1,0.98611
144,PSA1,WASHINGTON/HYDE MINI PARK,FY09Q1,0.87097
68,PSA4,WEST PORTAL PLAYGROUND,FY09Q1,0.90909
91,PSA4,WEST SUNSET PLAYGROUND,FY09Q1,0.87898
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY09Q1,0.95
170,PSA1,WOH HEI YUEN PARK,FY09Q1,0.98611
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY09Q1,0.67416
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY09Q1,0.88542
51,PSA6,24TH/YORK MINI PARK,FY09Q2,1
194,PSA5,29TH/DIAMOND OPEN SPACE,FY09Q2,0.71429
117,PSA2,ALAMO SQUARE,FY09Q2,0.96512
25,PSA3,ALICE CHALMERS PLAYGROUND,FY09Q2,0.91011
151,PSA1,ALICE MARBLE TENNIS COURTS,FY09Q2,0.9604
62,PSA6,ALIOTO MINI PARK,FY09Q2,0.97872
131,PSA1,ALLYNE PARK,FY09Q2,0.91429
129,PSA1,ALTA PLAZA,FY09Q2,0.86869
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY09Q2,0.82609
65,PSA4,APTOS PLAYGROUND,FY09Q2,0.88462
97,PSA1,ARGONNE PLAYGROUND,FY09Q2,0.94186
66,PSA5,BALBOA PARK,FY09Q2,0.92053
38,PSA3,BAY VIEW PLAYGROUND,FY09Q2,0.79221
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY09Q2,0.76923
2,PSA5,BERKELEY WAY OPEN SPACE,FY09Q2,1
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY09Q2,0.98667
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY09Q2,0.86842
18,PSA4,BROOKS PARK,FY09Q2,0.77273
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY09Q2,0.81818
121,PSA2,BUCHANAN STREET MALL,FY09Q2,0.84848
81,PSA5,BUENA VISTA PARK,FY09Q2,0.73171
108,PSA2,BUSH/BRODERICK MINI PARK,FY09Q2,0.7971
95,PSA1,CABRILLO PLAYGROUND,FY09Q2,0.92
86,PSA4,CARL LARSEN PARK,FY09Q2,0.82353
15,PSA3,CAYUGA PLAYGROUND,FY09Q2,0.69767
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY09Q2,0.83333
140,PSA1,CHINESE RECREATION CENTER,FY09Q2,0.78947
34,PSA6,COLERIDGE MINI PARK,FY09Q2,1
137,PSA1,COLLIS P. HUNTINGTON PARK,FY09Q2,1
80,PSA5,CORONA HEIGHTS,FY09Q2,0.96364
199,PSA6,COSO/PRECITA MINI PARK,FY09Q2,1
127,PSA2,COTTAGE ROW MINI PARK,FY09Q2,0.88462
110,PSA1,COW HOLLOW PLAYGROUND,FY09Q2,0.936
164,PSA3,CROCKER AMAZON PLAYGROUND,FY09Q2,0.75889
181,PSA5,DIAMOND/FARNUM OPEN SPACE,FY09Q2,1
8,PSA5,DOUGLASS PLAYGROUND,FY09Q2,0.87805
113,PSA6,DUBOCE PARK,FY09Q2,0.92222
98,PSA1,DUPONT COURTS,FY09Q2,1
193,PSA2,ESPRIT PARK,FY09Q2,0.91667
75,PSA5,EUREKA VALLEY REC CENTER,FY09Q2,0.94444
6,PSA5,EVERSON/DIGBY LOTS,FY09Q2,1
29,PSA3,EXCELSIOR PLAYGROUND,FY09Q2,0.85
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY09Q2,0.98507
184,PSA1,FAY PARK,FY09Q2,1
182,PSA2,FILLMORE/TURK MINI PARK,FY09Q2,0.85714
55,PSA2,FRANKLIN SQUARE,FY09Q2,0.97917
96,PSA1,FULTON PLAYGROUND,FY09Q2,0.89855
24,PSA6,GARFIELD SQUARE,FY09Q2,0.84884
57,PSA2,GENE FRIEND REC CENTER,FY09Q2,0.88514
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY09Q2,0.96774
44,PSA3,GILMAN PLAYGROUND,FY09Q2,0.92683
1,PSA5,GLEN PARK,FY09Q2,0.84916
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY09Q2,0.88235
94,GGP,GOLDEN GATE PARK,FY09Q2,0.92769
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY09Q2,0.75
104,PSA2,GRATTAN PLAYGROUND,FY09Q2,0.94681
116,PSA2,HAYES VALLEY PLAYGROUND,FY09Q2,0.84314
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY09Q2,0.76471
130,PSA1,HELEN WILLS PLAYGROUND,FY09Q2,0.92361
137671,PSA3,HERZ PLAYGROUND,FY09Q2,0.73643
32,PSA6,HOLLY PARK,FY09Q2,0.89143
146,PSA1,HYDE/VALLEJO MINI PARK,FY09Q2,0.94
145,PSA1,INA COOLBRITH MINI PARK,FY09Q2,0.87179
48,PSA3,INDIA BASIN SHORELINE PARK,FY09Q2,0.85185
90,PSA4,J. P. MURPHY PLAYGROUND,FY09Q2,0.98925
54,PSA2,JACKSON PLAYGROUND,FY09Q2,0.79762
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY09Q2,0.94783
126,PSA2,JAPANTOWN PEACE PLAZA,FY09Q2,1
122,PSA2,JEFFERSON SQUARE,FY09Q2,0.84783
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY09Q2,0.96296
28,PSA3,JOHN MCLAREN PARK,FY09Q2,0.95361
158,PSA5,JOOST/BADEN MINI PARK,FY09Q2,1
60,PSA6,JOSE CORONADO PLAYGROUND,FY09Q2,0.93617
154,PSA1,JOSEPH CONRAD MINI PARK,FY09Q2,0.9726
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY09Q2,0.93617
40,PSA3,JOSEPH LEE RECREATION CENTER,FY09Q2,1
166,PSA1,JULIUS KAHN PLAYGROUND,FY09Q2,0.96203
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY09Q2,0.98901
23,PSA6,JURI COMMONS,FY09Q2,0.96429
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY09Q2,0.75342
191,PSA6,KID POWER PARK,FY09Q2,0.84091
115,PSA2,KOSHLAND PARK,FY09Q2,0.91346
128,PSA1,LAFAYETTE PARK,FY09Q2,0.95789
10,PSA4,LAKE MERCED PARK,FY09Q2,0.91954
107,PSA1,LAUREL HILL PLAYGROUND,FY09Q2,0.98824
14,PSA3,LESSING/SEARS MINI PARK,FY09Q2,0.76316
103,PSA1,LINCOLN PARK,FY09Q2,0.97436
42,PSA3,LITTLE HOLLYWOOD PARK,FY09Q2,0.95745
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY09Q2,0.91667
163,GGP,LOWER GREAT HIGHWAY,FY09Q2,1
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY09Q2,0.96
142,PSA1,MARITIME PLAZA,FY09Q2,1
88,PSA4,MCCOPPIN SQUARE,FY09Q2,0.82895
53,PSA2,MCKINLEY SQUARE,FY09Q2,0.85965
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY09Q2,0.78667
148,PSA1,MICHELANGELO PLAYGROUND,FY09Q2,0.98
167,PSA4,MIDTOWN TERRACE PLAYGROUND,FY09Q2,0.9589
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY09Q2,0.93396
70,PSA5,MIRALOMA PLAYGROUND,FY09Q2,0.96774
63,PSA6,MISSION DOLORES PARK,FY09Q2,0.60294
61,PSA6,MISSION PLAYGROUND,FY09Q2,0.91525
59,PSA6,MISSION REC CENTER,FY09Q2,1
132,PSA1,MOSCONE RECREATION CENTER,FY09Q2,0.95455
102,PSA1,MOUNTAIN LAKE PARK,FY09Q2,0.99065
78,PSA5,MT OLYMPUS,FY09Q2,0.9
176,PSA6,MULLEN/PERALTA MINI PARK,FY09Q2,1
155,PSA1,MURIEL LEFF MINI PARK,FY09Q2,0.97561
72,PSA5,NOE VALLEY COURTS,FY09Q2,0.8062
114,PSA2,PAGE/LAGUNA MINI PARK,FY09Q2,0.91667
111,PSA1,PALACE OF FINE ARTS,FY09Q2,0.96721
30,PSA3,PALEGA RECREATION CENTER,FY09Q2,0.76498
188,PSA3,PALOU/PHELPS PARK,FY09Q2,0.86275
101,PSA1,PARK PRESIDIO BLVD,FY09Q2,0.85
84,PSA4,PARKSIDE SQUARE,FY09Q2,0.86364
187,PSA6,PARQUE NINOS UNIDOS,FY09Q2,0.98667
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY09Q2,0.95556
195,PSA5,PEIXOTTO PLAYGROUND,FY09Q2,0.87273
82,PSA4,PINE LAKE PARK,FY09Q2,0.83562
37264,PSA5,PORTOLA OPEN SPACE,FY09Q2,0
141,PSA1,PORTSMOUTH SQUARE,FY09Q2,1
49,PSA6,POTRERO DEL SOL PARK,FY09Q2,0.8705
52,PSA2,POTRERO HILL RECREATION CENTER,FY09Q2,0.94186
37,PSA6,PRECITA PARK,FY09Q2,0.90526
201,PSA6,PRENTISS MINI PARK,FY09Q2,0.85185
109,PSA1,PRESIDIO HEIGHTS PLAYGROUND,FY09Q2,0.97222
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY09Q2,0.94872
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY09Q2,0.88462
100,PSA1,RICHMOND PLAYGROUND,FY09Q2,0.96591
172,PSA1,RICHMOND RECREATION CENTER,FY09Q2,1
99,PSA1,ROCHAMBEAU PLAYGROUND,FY09Q2,0.94937
9,PSA4,ROLPH NICOL PLAYGROUND,FY09Q2,0.7907
107857,PSA5,ROOSEVELT/HENRY STEPS,FY09Q2,1
79,PSA5,SATURN STREET STEPS,FY09Q2,0.62162
157,PSA3,SELBY/PALOU MINI PARK,FY09Q2,0.95
73,PSA5,SEWARD MINI PARK,FY09Q2,0.9375
123,PSA2,SGT. JOHN MACAULAY PARK,FY09Q2,0.71429
83,PSA4,SIGMUND STERN RECREATION GROVE,FY09Q2,0.93458
39,PSA3,SILVER TERRACE PLAYGROUND,FY09Q2,0.85455
56,PSA2,SOUTH PARK,FY09Q2,0.85
85,PSA4,SOUTH SUNSET PLAYGROUND,FY09Q2,0.88119
31,PSA6,ST MARY'S REC CENTER,FY09Q2,0.85047
136,PSA1,ST MARY'S SQUARE,FY09Q2,0.81633
200,PSA5,STATES STREET PLAYGROUND,FY09Q2,0.86559
143,PSA1,SUE BIERMAN PARK,FY09Q2,0.97368
180,PSA5,SUNNYSIDE CONSERVATORY,FY09Q2,0.79412
67,PSA5,SUNNYSIDE PLAYGROUND,FY09Q2,0.96512
93,PSA4,SUNSET PLAYGROUND,FY09Q2,0.82243
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY09Q2,0.89189
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY09Q2,0.89583
197,PSA5,TOPAZ OPEN SPACE,FY09Q2,1
192,PSA2,TURK/HYDE MINI PARK,FY09Q2,0.89474
135,PSA2,UNION SQUARE,FY09Q2,0.97436
22,PSA5,UPPER NOE RECREATION CENTER,FY09Q2,1
202,PSA2,UTAH/18TH MINI PARK,FY09Q2,1
169,PSA2,VICTORIA MANALO DRAVES PARK,FY09Q2,0.98718
177,PSA3,VISITACION VALLEY GREENWAY,FY09Q2,1
27,PSA3,VISITACION VALLEY PLAYGROUND,FY09Q2,0.79832
4,PSA5,WALTER HAAS PLAYGROUND,FY09Q2,0.92188
147,PSA1,WASHINGTON SQUARE,FY09Q2,0.91803
144,PSA1,WASHINGTON/HYDE MINI PARK,FY09Q2,0.97561
68,PSA4,WEST PORTAL PLAYGROUND,FY09Q2,0.81013
91,PSA4,WEST SUNSET PLAYGROUND,FY09Q2,0.98649
139,PSA1,WILLIE WOO WOO WONG PLAYGROUND,FY09Q2,1
170,PSA1,WOH HEI YUEN PARK,FY09Q2,0.76
112,PSA1,YACHT HARBOR AND MARINA GREEN,FY09Q2,0.83206
45,PSA3,YOUNGBLOOD COLEMAN PLAYGROUND,FY09Q2,0.77419
51,PSA6,24TH/YORK MINI PARK,FY09Q3,0.90667
194,PSA5,29TH/DIAMOND OPEN SPACE,FY09Q3,0.84615
46,PSA3,ADAM ROGERS PARK,FY09Q3,0.65541
117,PSA2,ALAMO SQUARE,FY09Q3,0.94048
25,PSA3,ALICE CHALMERS PLAYGROUND,FY09Q3,0.96774
151,PSA1,ALICE MARBLE TENNIS COURTS,FY09Q3,1
62,PSA6,ALIOTO MINI PARK,FY09Q3,0.86667
131,PSA1,ALLYNE PARK,FY09Q3,0.84375
129,PSA1,ALTA PLAZA,FY09Q3,0.98131
105,PSA1,ANGELO J. ROSSI PLAYGROUND,FY09Q3,0.91129
97,PSA1,ARGONNE PLAYGROUND,FY09Q3,0.875
66,PSA5,BALBOA PARK,FY09Q3,0.66667
38,PSA3,BAY VIEW PLAYGROUND,FY09Q3,0.75342
106,PSA2,BEIDEMAN/O'FARRELL MINI PARK,FY09Q3,0.63889
2,PSA5,BERKELEY WAY OPEN SPACE,FY09Q3,1
33,PSA6,BERNAL HEIGHTS RECREATION CENTER,FY09Q3,0.94545
203,PSA1,BROADWAY TUNNEL WEST MINI PARK,FY09Q3,1
18,PSA4,BROOKS PARK,FY09Q3,0.82353
160,PSA4,BROTHERHOOD/CHESTER MINI PARK,FY09Q3,1
121,PSA2,BUCHANAN STREET MALL,FY09Q3,0.89655
81,PSA5,BUENA VISTA PARK,FY09Q3,0.8
108,PSA2,BUSH/BRODERICK MINI PARK,FY09Q3,0.54762
95,PSA1,CABRILLO PLAYGROUND,FY09Q3,0.94565
86,PSA4,CARL LARSEN PARK,FY09Q3,0.95946
15,PSA3,CAYUGA PLAYGROUND,FY09Q3,0.9359
159,PSA5,CAYUGA/LAMARTINE MINI PARK,FY09Q3,0.6
140,PSA1,CHINESE RECREATION CENTER,FY09Q3,0.73973
34,PSA6,COLERIDGE MINI PARK,FY09Q3,0.92453
137,PSA1,COLLIS P. HUNTINGTON PARK,FY09Q3,0.97826
80,PSA5,CORONA HEIGHTS,FY09Q3,0.675
199,PSA6,COSO/PRECITA MINI PARK,FY09Q3,0.90909
127,PSA2,COTTAGE ROW MINI PARK,FY09Q3,1
110,PSA1,COW HOLLOW PLAYGROUND,FY09Q3,1
164,PSA3,CROCKER AMAZON PLAYGROUND,FY09Q3,0.74897
181,PSA5,DIAMOND/FARNUM OPEN SPACE,FY09Q3,1
8,PSA5,DOUGLASS PLAYGROUND,FY09Q3,0.85714
113,PSA6,DUBOCE PARK,FY09Q3,0.925
98,PSA1,DUPONT COURTS,FY09Q3,0.73529
193,PSA2,ESPRIT PARK,FY09Q3,0.96429
75,PSA5,EUREKA VALLEY REC CENTER,FY09Q3,0.98901
6,PSA5,EVERSON/DIGBY LOTS,FY09Q3,1
29,PSA3,EXCELSIOR PLAYGROUND,FY09Q3,0.81053
134,PSA2,FATHER ALFRED E. BOEDDEKER PARK,FY09Q3,1
184,PSA1,FAY PARK,FY09Q3,1
182,PSA2,FILLMORE/TURK MINI PARK,FY09Q3,0.85294
55,PSA2,FRANKLIN SQUARE,FY09Q3,0.89362
96,PSA1,FULTON PLAYGROUND,FY09Q3,0.90991
24,PSA6,GARFIELD SQUARE,FY09Q3,0.97368
57,PSA2,GENE FRIEND REC CENTER,FY09Q3,0.87879
7,PSA5,GEORGE CHRISTOPHER PLAYGROUND,FY09Q3,0.95294
44,PSA3,GILMAN PLAYGROUND,FY09Q3,0.74138
1,PSA5,GLEN PARK,FY09Q3,0.90741
89,PSA4,GOLDEN GATE HEIGHTS PARK,FY09Q3,0.95
94,GGP,GOLDEN GATE PARK,FY09Q3,0.84928
120,PSA2,GOLDEN GATE/STEINER MINI PARK,FY09Q3,1
104,PSA2,GRATTAN PLAYGROUND,FY09Q3,1
116,PSA2,HAYES VALLEY PLAYGROUND,FY09Q3,1
196,PSA4,HEAD/BROTHERHOOD MINI PARK,FY09Q3,0.86047
130,PSA1,HELEN WILLS PLAYGROUND,FY09Q3,1
137671,PSA3,HERZ PLAYGROUND,FY09Q3,0.84783
47,PSA3,HILLTOP PARK,FY09Q3,0.45522
32,PSA6,HOLLY PARK,FY09Q3,0.97619
146,PSA1,HYDE/VALLEJO MINI PARK,FY09Q3,1
145,PSA1,INA COOLBRITH MINI PARK,FY09Q3,0.96667
48,PSA3,INDIA BASIN SHORELINE PARK,FY09Q3,0.75735
90,PSA4,J. P. MURPHY PLAYGROUND,FY09Q3,0.99471
54,PSA2,JACKSON PLAYGROUND,FY09Q3,0.9703
50,PSA6,JAMES ROLPH JR PLAYGROUND,FY09Q3,0.91748
126,PSA2,JAPANTOWN PEACE PLAZA,FY09Q3,0.875
122,PSA2,JEFFERSON SQUARE,FY09Q3,0.83333
150,PSA1,JOE DIMAGGIO PLAYGROUND,FY09Q3,1
28,PSA3,JOHN MCLAREN PARK,FY09Q3,0.78279
158,PSA5,JOOST/BADEN MINI PARK,FY09Q3,0.92157
60,PSA6,JOSE CORONADO PLAYGROUND,FY09Q3,0.92
154,PSA1,JOSEPH CONRAD MINI PARK,FY09Q3,1
118,PSA2,JOSEPH L. ALIOTO PERFORMING ARTS PIAZZA,FY09Q3,1
40,PSA3,JOSEPH LEE RECREATION CENTER,FY09Q3,0.97297
166,PSA1,JULIUS KAHN PLAYGROUND,FY09Q3,0.92727
13,PSA4,JUNIPERO SERRA PLAYGROUND,FY09Q3,0.96552
23,PSA6,JURI COMMONS,FY09Q3,0.97778
138,PSA1,JUSTIN HERMAN/EMBARCADERO PLAZA,FY09Q3,0.96154
26,PSA3,KELLOCH VELASCO MINI PARK,FY09Q3,0.96429
191,PSA6,KID POWER PARK,FY09Q3,0.90323
115,PSA2,KOSHLAND PARK,FY09Q3,0.8125
128,PSA1,LAFAYETTE PARK,FY09Q3,0.86905
10,PSA4,LAKE MERCED PARK,FY09Q3,0.16867
107,PSA1,LAUREL HILL PLAYGROUND,FY09Q3,0.90123
14,PSA3,LESSING/SEARS MINI PARK,FY09Q3,0.73913
103,PSA1,LINCOLN PARK,FY09Q3,1
42,PSA3,LITTLE HOLLYWOOD PARK,FY09Q3,0.73196
137665,PSA3,LOUIS SUTTER PLAYGROUND,FY09Q3,0.84211
163,GGP,LOWER GREAT HIGHWAY,FY09Q3,0.85612
119,PSA2,MARGARET S HAYWARD PLAYGROUND,FY09Q3,0.93243
142,PSA1,MARITIME PLAZA,FY09Q3,0.97619
88,PSA4,MCCOPPIN SQUARE,FY09Q3,0.92537
53,PSA2,MCKINLEY SQUARE,FY09Q3,0.58182
17,PSA4,MERCED HEIGHTS PLAYGROUND,FY09Q3,0.85714
148,PSA1,MICHELANGELO PLAYGROUND,FY09Q3,0.94355
19,PSA4,MINNIE & LOVIE WARD REC CENTER,FY09Q3,0.85973
70,PSA5,MIRALOMA PLAYGROUND,FY09Q3,0.95652
63,PSA6,MISSION DOLORES PARK,FY09Q3,0.8125
61,PSA6,MISSION PLAYGROUND,FY09Q3,0.92784
59,PSA6,MISSION REC CENTER,FY09Q3,1
132,PSA1,MOSCONE RECREATION CENTER,FY09Q3,0.96154
102,PSA1,MOUNTAIN LAKE PARK,FY09Q3,0.93171
78,PSA5,MT OLYMPUS,FY09Q3,0.40909
155,PSA1,MURIEL LEFF MINI PARK,FY09Q3,1
72,PSA5,NOE VALLEY COURTS,FY09Q3,0.80645
114,PSA2,PAGE/LAGUNA MINI PARK,FY09Q3,0.83784
111,PSA1,PALACE OF FINE ARTS,FY09Q3,0.89412
30,PSA3,PALEGA RECREATION CENTER,FY09Q3,0.95699
188,PSA3,PALOU/PHELPS PARK,FY09Q3,0.88298
101,PSA1,PARK PRESIDIO BLVD,FY09Q3,0.8
84,PSA4,PARKSIDE SQUARE,FY09Q3,0.98276
187,PSA6,PARQUE NINOS UNIDOS,FY09Q3,1
59481,PSA2,PATRICIAS GREEN IN HAYES VALLEY,FY09Q3,0.875
195,PSA5,PEIXOTTO PLAYGROUND,FY09Q3,0.73214
82,PSA4,PINE LAKE PARK,FY09Q3,0.71154
37264,PSA5,PORTOLA OPEN SPACE,FY09Q3,1
141,PSA1,PORTSMOUTH SQUARE,FY09Q3,0.875
49,PSA6,POTRERO DEL SOL PARK,FY09Q3,0.98246
52,PSA2,POTRERO HILL RECREATION CENTER,FY09Q3,0.6371
37,PSA6,PRECITA PARK,FY09Q3,0.94444
201,PSA6,PRENTISS MINI PARK,FY09Q3,0.94118
16,PSA4,RANDOLPH/BRIGHT MINI PARK,FY09Q3,0.875
124,PSA2,RAYMOND KIMBELL PLAYGROUND,FY09Q3,0.57447
100,PSA1,RICHMOND PLAYGROUND,FY09Q3,0.98765
172,PSA1,RICHMOND RECREATION CENTER,FY09Q3,0.97521
189,PSA3,RIDGETOP PLAZA,FY09Q3,0.57895
99,PSA1,ROCHAMBEAU PLAYGROUND,FY09Q3,0.92432
9,PSA4,ROLPH NICOL PLAYGROUND,FY09Q3,0.90698
107857,PSA5,ROOSEVELT/HENRY STEPS,FY09Q3,0.88333
79,PSA5,SATURN STREET STEPS,FY09Q3,0.625
157,PSA3,SELBY/PALOU MINI PARK,FY09Q3,0.89247
73,PSA5,SEWARD MINI PARK,FY09Q3,0.81081
123,PSA2,SGT. JOHN MACAULAY PARK,FY09Q3,0.61538
83,PSA4,SIGMUND STERN RECREATION GROVE,FY09Q3,0.8744
39,PSA3,SILVER TERRACE PLAYGROUND,FY09Q3,0.77632
56,PSA2,SOUTH PARK,FY09Q3,0.97959
31,PSA6,ST MARY'S REC CENTER,FY09Q3,0.8806
136,PSA1,ST MARY'S SQUARE,FY09Q3,0.875
200,PSA5,STATES STREET PLAYGROUND,FY09Q3,0.87778
143,PSA1,SUE BIERMAN PARK,FY09Q3,0.94444
67,PSA5,SUNNYSIDE PLAYGROUND,FY09Q3,0.92216
93,PSA4,SUNSET PLAYGROUND,FY09Q3,0.97849
149,PSA1,TELEGRAPH HILL/PIONEER PARK,FY09Q3,0.99038
168,PSA2,TENDERLOIN CHILDREN'S REC CENTER,FY09Q3,1
197,PSA5,TOPAZ OPEN SPACE,FY09Q3,0.61111
192,PSA2,TURK/HYDE MINI PARK,FY09Q3,0.93103
135,PSA2,UNION SQUARE,FY09Q3,1
22,PSA5,UPPER NOE RECREATION CENTER,FY09Q3,0.96667
202,PSA2,UTAH/18TH MINI PARK,FY09Q3,0.5
