RESERVAS PERSONAS CON MOVILIDAD REDUCIDA;;;;;;
Gis_X;Gis_Y;Distrito;Barrio;Calle;Nß Finca;Nß de Plazas
444459,17;4470351,04;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;HISTORIAS DE LA RADIO, CALLE, DE;3;1
444169,4;4471143,76;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;JAVIER DE MIGUEL, CALLE, DE;37;1
444374,3;4471008,7;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;JAVIER DE MIGUEL, CALLE, DE;93;1
444152,27;4471154,1;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;JAVIER DE MIGUEL, CALLE, DE;33;1
444313,15;4470280,65;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;LA CENICIENTA, CALLE, DE;13;1
443913,41;4470702,34;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;LA DILIGENCIA, CALLE, DE;4 B;1
444405,79;4470175,95;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;LA VIOLETERA, CALLE, DE;13;1
444409,06;4470444,11;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;LA VIOLETERA, CALLE, DE;5;1
444411,79;4470677,88;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;LA VIOLETERA, CALLE, DE;1 I;3
444397,69;4470627,95;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;LA VIOLETERA, CALLE, DE;1;2
444407,16;4470257,83;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;LA VIOLETERA, CALLE, DE;9;1
443919,58;4471547;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;MONTE CALOBRO, CALLE, DEL;9;1
443793,61;4471220,53;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;MONTES PIRINEOS, CALLE, DE LOS;26;2
443815,87;4471259,23;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;MONTES PIRINEOS, CALLE, DE LOS;12;1
444410,21;4470532,72;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PABLO NERUDA, AVENIDA, DE;130;1
444189,79;4471357,52;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PALOMERAS, AVENIDA, DE LAS;9;1
444214,85;4471317,91;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PALOMERAS, AVENIDA, DE LAS;6;1
444631,13;4471123,47;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PALOMERAS, AVENIDA, DE LAS;94 A;3
444234,24;4471325,35;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PALOMERAS, AVENIDA, DE LAS;21;1
444366,11;4471225,8;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PALOMERAS, AVENIDA, DE LAS;41;2
443873,05;4470379,24;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PARQUE DE PALOMERAS BAJAS, AVENIDA, DEL;15;1
443866,48;4470370,09;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PARQUE DE PALOMERAS BAJAS, AVENIDA, DEL;14;1
444063,69;4471570,48;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PAYASO FOFO, CALLE, DEL;22;1
444102,04;4471666,42;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PAYASO FOFO, CALLE, DEL;16;4
444086,26;4471642,91;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PAYASO FOFO, CALLE, DEL;18;6
444090,01;4471609,59;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PAYASO FOFO, CALLE, DEL;7;1
444092,21;4471612,77;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PAYASO FOFO, CALLE, DEL;7;1
444497,85;4471327,98;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PEDRO ESCUDERO, CALLE, DE;4;2
444011,45;4471819,52;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PELA REDONDA, CALLE, DE LA;7;2
444065,05;4471702,87;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PELA TREVINCA, CALLE, DE LA;5;1
443961,49;4471753,62;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PELA TREVINCA, CALLE, DE LA;Fte 4;1
443857,23;4471803,52;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE ALSASUA, CALLE, DEL;7;1
443790,26;4470235,21;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE BALBARAN, CALLE, DEL;117;1
443909,1;4471793,92;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE BALOS, CALLE, DEL;S/N;1
444631,57;4471252,35;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE CARDOSO, CALLE, DEL;11;1
443799,95;4471309,91;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE LA BONAIGUA, CALLE, DEL;Fte 1;1
444504,32;4471201,04;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE SOLLUBE, CALLE, DEL;15;1
444394,22;4470833,52;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE VELATE, CALLE, DEL;Fte 10;1
444280,56;4470897,88;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DE VILAMALA, CALLE, DEL;6;2
444296,45;4470924,45;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DEL MILAGRO, CALLE, DEL;8;2
444253,96;4470908,12;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DEL MILAGRO, CALLE, DEL;3;3
444081,18;4471762,72;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DEL MONASTERIO, CALLE, DEL;Fte 56;1
444065,35;4471773,86;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;PUERTO DEL MONASTERIO, CALLE, DEL;Fte 54;1
444458,19;4471196,29;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;RAFAEL SAN NARCISO, CALLE, DE;S/N;1
443808,83;4471538,24;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;RODRIGUEZ ESPINOSA, CALLE, DE;25;1
443740,27;4471380,83;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;RODRIGUEZ ESPINOSA, CALLE, DE;71;2
443814,03;4471549,37;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;RODRIGUEZ ESPINOSA, CALLE, DE;25;1
444551,45;4470968,27;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SAN ANSELMO, CALLE, DE;34;1
444574,74;4470854,17;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SAN DIEGO, PLAZA, DE;2;2
444055,88;4471435,58;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA BERMEJA, CALLE, DE LA;44;1
443874;4471548,68;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA BERMEJA, CALLE, DE LA;32;1
444005,65;4471466,27;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA BERMEJA, CALLE, DE LA;41;1
443749,81;4471698,45;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA CARBONERA, CALLE, DE LA;33;1
444082,62;4471736,76;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA DE LA LOBA, CALLE, DE LA;3;1
444510,19;4471235,99;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA DEL QUINTANAR, CALLE, DE LA;12;1
444509,8;4471230,6;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA DEL QUINTANAR, CALLE, DE LA;11;1
444148,94;4471426,53;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA DEL VALLE, CALLE, DE LA;34;2
444128,24;4471736,39;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA MENERA, CALLE, DE LA;7;1
443916,97;4471861,14;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;SIERRA MINISTRA, PLAZA, DE LA;1;1
444289,27;4471613,68;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;TENIENTE MULOZ DIAZ, CALLE, DEL;2;1
444593,97;4470452,15;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;TRISTANA, CALLE, DE;5;1
444576,22;4470101,21;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;TRISTANA, CALLE, DE;14 H;2
443787,09;4471689,98;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;UCEDA, CALLE, DE;22;1
444396,53;4471061,97;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;VALENTIN SAN NARCISO, CALLE, DE;2;1
444512,41;4471027,48;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;VALENTIN SAN NARCISO, CALLE, DE;26;2
444378,37;4471075,08;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;VALENTIN SAN NARCISO, CALLE, DE;1;1
444433,19;4471051,12;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;VALENTIN SAN NARCISO, CALLE, DE;10;1
444498,91;4470342,73;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;VIRIDIANA, CALLE, DE;7 D;1
444496,75;4470052,39;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;VIRIDIANA, CALLE, DE;13 A;1
444489,95;4470533,47;13  PUENTE DE VALLECAS;13-03 PALOMERAS BAJAS;VIRIDIANA, CALLE, DE;4;1
446869,96;4471449,54;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ALAN TURING, CALLE, DE;1;3
445699,75;4471265,9;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ALBUFERA, AVENIDA, DE LA;281;1
445893,34;4470773;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ALFARNATE, CALLE, DE;18;2
445741,71;4471006,86;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ALORA, CALLE, DE;10;1
446088,35;4471423,83;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANDALUCES, CALLE, DE LOS;9;2
446007,12;4471448,43;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANDALUCES, CALLE, DE LOS;24;1
446110,68;4471386,21;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANDALUCES, CALLE, DE LOS;34;1
446063,32;4471438,95;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANDALUCES, CALLE, DE LOS;13;1
445424,09;4470564,01;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANGELILLO, CALLE, DE;2;2
445419,25;4470543,27;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANGELILLO, CALLE, DE;1;2
445368,65;4470545,83;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANGELILLO, CALLE, DE;6;1
445339,95;4470517,14;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANGELILLO, CALLE, DE;11;1
445821,26;4471671,91;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANTONIO MAIRENA, CALLE, DE;14;1
445844,79;4471545,32;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ANTONIO MAIRENA, CALLE, DE;20;1
445597,51;4470676,81;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;ASTURIANOS, CALLE, DE LOS;3;1
445943,57;4470919,08;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;BENALMADENA, CALLE, DE;1;1
446683,59;4470777,67;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;BRUNO ABUNDEZ, CALLE, DE;36;1
446650,71;4470784,46;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;BRUNO ABUNDEZ, CALLE, DE;Post 34;1
446697,68;4470784,4;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;BRUNO ABUNDEZ, CALLE, DE;36;1
446723,11;4470758,83;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;BRUNO ABUNDEZ, CALLE, DE;46;1
444704,13;4470403,41;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;BUENOS AIRES, AVENIDA, DE;93;1
444704,23;4470412,24;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;BUENOS AIRES, AVENIDA, DE;93;1
445215,2;4470789,82;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;CAMPO DE LA PALOMA, CALLE, DEL;12;2
445286,51;4470918,7;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;CAMPO DE LA PALOMA, CALLE, DEL;4;1
445121,35;4470691,44;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;CAMPO DE LA PALOMA, CALLE, DEL;34;1
445255,39;4470866,28;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;CAMPO DE LA PALOMA, CALLE, DEL;8;1
445274,27;4470731,81;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;CAMPO DE LA PALOMA, CALLE, DEL;44;1
445301;4470659,61;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;CAMPO DE LA PALOMA, CALLE, DEL;70;1
445927,3;4470814,79;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;CARTAMA, CALLE, DE;18;1
446624,32;4470603,06;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;COCHERON DE LA VILLA, CALLE, DEL;432;1
445776,58;4471093,87;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;COIN, CALLE, DE;9;1
445757,31;4471033,16;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;COIN, CALLE, DE;8;1
447054,88;4470782,3;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;DEMOCRACIA, AVENIDA, DE LA;7;1
447041,71;4470578,5;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;DEMOCRACIA, AVENIDA, DE LA;1;1
447044,29;4470582,87;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;DEMOCRACIA, AVENIDA, DE LA;1;1
446490,7;4470454,86;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;EL YESERO, CALLE, DE;10;1
445341,07;4470924,75;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;EXTREMELOS, CALLE, DE LOS;1;2
445632,53;4470704,77;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENGIROLA, CALLE, DE;27;1
445787,16;4470722,34;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;Fte 30;1
445640,24;4470596,33;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;1;1
445753,37;4470673,39;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;11;2
445793,58;4470687,54;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;16;2
445673,7;4470594,02;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;4;1
445733,84;4470656,23;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;FUENTE DE PIEDRA, CALLE, DE;9;1
445518,57;4471036,84;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;GERARDO DIEGO, CALLE, DE;1;1
445554,3;4471007,46;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;GERARDO DIEGO, CALLE, DE;3;2
446031,06;4471073,93;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LEON FELIPE, CALLE, DE;14;2
445984,89;4471128,31;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LEON FELIPE, CALLE, DE;8;1
445889,99;4471148,93;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LEON FELIPE, CALLE, DE;4 B;2
445157,17;4470513,66;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LEONESES, CALLE, DE LOS;17;1
445182,73;4470435,57;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LEONESES, CALLE, DE LOS;S/N;1
445142,19;4470627,82;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LEONESES, CALLE, DE LOS;Fte 6;1
445675,01;4471000,69;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LUIS BULUEL, CALLE, DE;S/N;1
445735,63;4470964,79;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LUIS BULUEL, CALLE, DE;14;1
445761,02;4470966,45;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LUIS BULUEL, CALLE, DE;S/N;1
445470,94;4471108,51;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LUIS BULUEL, CALLE, DE;12;1
445436,96;4471050,69;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LUIS BULUEL, CALLE, DE;10;2
445798,39;4471570,4;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;LUIS MARIN, CALLE, DE;9;2
446033,19;4470392,79;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MAQUINILLA, CALLE, DE LA;S/N;1
446701,92;4471371,33;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MERCATOR, CALLE, DE;Fte 2;2
446687,21;4471359,15;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MERCATOR, CALLE, DE;2;2
446699,41;4471384,48;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MERCATOR, CALLE, DE;Fte 2;2
444831,4;4470234,53;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MIGUEL HERNANDEZ, AVENIDA, DE;120;1
445503,74;4470480,23;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MIGUEL HERNANDEZ, AVENIDA, DE;S/N;3
444979,38;4470316,34;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MIGUEL HERNANDEZ, AVENIDA, DE;114;1
444862,91;4470252,6;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;MIGUEL HERNANDEZ, AVENIDA, DE;120;1
445733,97;4471788,99;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;PABLO NERUDA, AVENIDA, DE;3;1
445624,42;4471603,76;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;PABLO NERUDA, AVENIDA, DE;13;1
444765,07;4470505,21;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;PABLO NERUDA, AVENIDA, DE;75;1
444999,88;4470627,97;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;PABLO NERUDA, AVENIDA, DE;59;2
445677,13;4471693,31;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;PABLO NERUDA, AVENIDA, DE;9;1
444795,26;4470514,9;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;PABLO NERUDA, AVENIDA, DE;73;1
445618,13;4470920,01;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL ALBERTI, AVENIDA, DE;37;1
445636,74;4470951,62;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL ALBERTI, AVENIDA, DE;35;1
445854,86;4471360,13;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL ALBERTI, AVENIDA, DE;14;1
446021,47;4471650,82;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL ALBERTI, AVENIDA, DE;7;1
445700,87;4471059,58;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL ALBERTI, AVENIDA, DE;27;1
446093,16;4471663,46;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL FERNANDEZ HIJICOS, CALLE, DE;12;1
446191,36;4471588,03;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL FERNANDEZ HIJICOS, CALLE, DE;25;1
446117,27;4471734,35;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL FERNANDEZ HIJICOS, CALLE, DE;7;1
446208,6;4471551,24;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL FERNANDEZ HIJICOS, CALLE, DE;27;1
446138,02;4471628,75;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL FERNANDEZ HIJICOS, CALLE, DE;14;1
446143,86;4471647,62;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RAFAEL FERNANDEZ HIJICOS, CALLE, DE;11 B;3
445608,25;4470813,63;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RINCON DE LA VICTORIA, CALLE, DEL;1;1
445534,63;4471240,88;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;RIOJANOS, CALLE, DE LOS;11;2
445540,36;4471429,08;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;Fte 50;1
446151,18;4471409;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;162;1
445687,7;4471395,14;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;46;1
445712,27;4471286,33;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;126;1
446099,02;4471335,44;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;160;2
445720,12;4471496;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;37;1
445712,1;4471484,6;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;35;1
445778,41;4471440,07;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;65;1
445971,62;4471325,92;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;111;1
445755,49;4471444,53;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;31;1
445623,11;4471433,9;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;34;1
445736,86;4471516,27;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SAN CLAUDIO, CALLE, DE;47;1
445237,27;4470520,78;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SANTA CRUZ DE RETAMAR, CALLE, DE;16;2
445250,15;4470481,17;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SANTA CRUZ DE RETAMAR, CALLE, DE;20;2
445405,5;4470624,04;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SANTA CRUZ DE RETAMAR, CALLE, DE;2;1
445367,79;4470594,87;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;SANTA CRUZ DE RETAMAR, CALLE, DE;5;2
445799,97;4470775,86;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;TORREMOLINOS, CALLE, DE;14;1
445731,42;4470816,59;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;TORREMOLINOS, CALLE, DE;8;1
446350,13;4470642,5;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;TRANVIA DE ARGANDA, CALLE, DEL;Fte 2;2
446336,91;4470617,58;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;TRANVIA DE ARGANDA, CALLE, DEL;1;2
445756,85;4470868,65;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VELEZ MALAGA, CALLE, DE;23;1
445817,7;4471021,95;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VELEZ MALAGA, CALLE, DE;3;2
444813,55;4470467,96;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;30;1
444824,19;4470316,43;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;Fte 123;1
444780;4470305,87;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;141;1
445094,08;4470520,61;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;Fte 51;1
444955,35;4470361,49;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;105;2
445087,74;4470557,64;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;16;1
445072,65;4470401,27;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;47;1
444925,26;4470417,32;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;91;1
444937,01;4470411,05;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;97;1
444963,18;4470373,77;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;103;1
444968,96;4470385,74;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;103;1
444961,22;4470369,77;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;103;1
444978,73;4470410,09;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;71;2
445022,61;4470536,31;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;20;2
444991,42;4470483,53;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;73;2
444869,65;4470449,57;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;129;
445069,7;4470534,8;13  PUENTE DE VALLECAS;13-04 PALOMERAS SURESTE;VILLALOBOS, CALLE, DE;51;2
445041,33;4471640,91;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ADRA, CALLE, DE;62;1
444926,36;4471526,65;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ADRADA DE HAZA, CALLE, DE;4;1
444999,75;4471520,82;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ADRADA DE HAZA, CALLE, DE;12;1
445433,91;4471530,73;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ARENAS DE IGULA, CALLE, DE;13;1
444741,59;4471261,16;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ARROYO DEL OLIVAR, CALLE, DEL;158;2
444835,75;4471275,49;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ARROYO DEL OLIVAR, CALLE, DEL;79;1
444979,37;4471251,32;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ARROYO DEL OLIVAR, CALLE, DEL;93;1
445010,24;4471211,6;13  PUENTE DE VALLECAS;13-05 PORTAZGO;ARROYO DEL OLIVAR, CALLE, DEL;186;1
