"Año","Comunidad autónoma","Provincia","Llamante","Número de llamadas pertinentes"
"Año 2013","Canarias","Las Palmas","Usuaria","1347.0"
"Año 2013","Canarias","Las Palmas","Familiares/Personas allegadas","496.0"
"Año 2013","Canarias","Las Palmas","Otros","37.0"
"Año 2013","Canarias","Santa Cruz de Tenerife","Usuaria","1202.0"
"Año 2013","Canarias","Santa Cruz de Tenerife","Familiares/Personas allegadas","483.0"
"Año 2013","Canarias","Santa Cruz de Tenerife","Otros","44.0"
"Año 2013","Cantabria","Cantabria","Usuaria","509.0"
"Año 2013","Cantabria","Cantabria","Familiares/Personas allegadas","169.0"
"Año 2013","Cantabria","Cantabria","Otros","20.0"
"Año 2013","Castilla y León","Ávila","Usuaria","219.0"
"Año 2013","Castilla y León","Ávila","Familiares/Personas allegadas","70.0"
"Año 2013","Castilla y León","Ávila","Otros","7.0"
"Año 2013","Castilla y León","Burgos","Usuaria","270.0"
"Año 2013","Castilla y León","Burgos","Familiares/Personas allegadas","101.0"
"Año 2013","Castilla y León","Burgos","Otros","6.0"
"Año 2013","Castilla y León","León","Usuaria","386.0"
"Año 2013","Castilla y León","León","Familiares/Personas allegadas","165.0"
"Año 2013","Castilla y León","León","Otros","11.0"
"Año 2013","Castilla y León","Palencia","Usuaria","111.0"
"Año 2013","Castilla y León","Palencia","Familiares/Personas allegadas","50.0"
"Año 2013","Castilla y León","Palencia","Otros","8.0"
"Año 2013","Castilla y León","Salamanca","Usuaria","255.0"
"Año 2013","Castilla y León","Salamanca","Familiares/Personas allegadas","121.0"
"Año 2013","Castilla y León","Salamanca","Otros","7.0"
"Año 2013","Castilla y León","Segovia","Usuaria","72.0"
"Año 2013","Castilla y León","Segovia","Familiares/Personas allegadas","54.0"
"Año 2013","Castilla y León","Segovia","Otros","4.0"
"Año 2013","Castilla y León","Soria","Usuaria","48.0"
"Año 2013","Castilla y León","Soria","Familiares/Personas allegadas","22.0"
"Año 2013","Castilla y León","Soria","Otros","5.0"
"Año 2013","Castilla y León","Valladolid","Usuaria","569.0"
"Año 2013","Castilla y León","Valladolid","Familiares/Personas allegadas","189.0"
"Año 2013","Castilla y León","Valladolid","Otros","18.0"
"Año 2013","Castilla y León","Zamora","Usuaria","138.0"
"Año 2013","Castilla y León","Zamora","Familiares/Personas allegadas","44.0"
"Año 2013","Castilla y León","Zamora","Otros","1.0"
"Año 2013","Castilla - La Mancha","Albacete","Usuaria","222.0"
"Año 2013","Castilla - La Mancha","Albacete","Familiares/Personas allegadas","101.0"
"Año 2013","Castilla - La Mancha","Albacete","Otros","8.0"
"Año 2013","Castilla - La Mancha","Ciudad Real","Usuaria","340.0"
"Año 2013","Castilla - La Mancha","Ciudad Real","Familiares/Personas allegadas","151.0"
"Año 2013","Castilla - La Mancha","Ciudad Real","Otros","10.0"
"Año 2013","Castilla - La Mancha","Cuenca","Usuaria","112.0"
"Año 2013","Castilla - La Mancha","Cuenca","Familiares/Personas allegadas","55.0"
"Año 2013","Castilla - La Mancha","Cuenca","Otros","8.0"
"Año 2013","Castilla - La Mancha","Guadalajara","Usuaria","206.0"
"Año 2013","Castilla - La Mancha","Guadalajara","Familiares/Personas allegadas","87.0"
"Año 2013","Castilla - La Mancha","Guadalajara","Otros","9.0"
"Año 2013","Castilla - La Mancha","Toledo","Usuaria","548.0"
"Año 2013","Castilla - La Mancha","Toledo","Familiares/Personas allegadas","253.0"
"Año 2013","Castilla - La Mancha","Toledo","Otros","23.0"
"Año 2013","Cataluña","Barcelona","Usuaria","3703.0"
"Año 2013","Cataluña","Barcelona","Familiares/Personas allegadas","1554.0"
"Año 2013","Cataluña","Barcelona","Otros","79.0"
"Año 2013","Cataluña","Girona","Usuaria","350.0"
"Año 2013","Cataluña","Girona","Familiares/Personas allegadas","121.0"
"Año 2013","Cataluña","Girona","Otros","7.0"
"Año 2013","Cataluña","Lleida","Usuaria","155.0"
"Año 2013","Cataluña","Lleida","Familiares/Personas allegadas","62.0"
"Año 2013","Cataluña","Lleida","Otros","2.0"
"Año 2013","Cataluña","Tarragona","Usuaria","527.0"
"Año 2013","Cataluña","Tarragona","Familiares/Personas allegadas","179.0"
"Año 2013","Cataluña","Tarragona","Otros","7.0"
"Año 2013","Comunidad Valenciana","Alicante","Usuaria","1519.0"
"Año 2013","Comunidad Valenciana","Alicante","Familiares/Personas allegadas","619.0"
"Año 2013","Comunidad Valenciana","Alicante","Otros","56.0"
"Año 2013","Comunidad Valenciana","Castellón","Usuaria","447.0"
"Año 2013","Comunidad Valenciana","Castellón","Familiares/Personas allegadas","133.0"
"Año 2013","Comunidad Valenciana","Castellón","Otros","17.0"
"Año 2013","Comunidad Valenciana","Valencia","Usuaria","2358.0"
"Año 2013","Comunidad Valenciana","Valencia","Familiares/Personas allegadas","938.0"
"Año 2013","Comunidad Valenciana","Valencia","Otros","98.0"
"Año 2013","Extremadura","Badajoz","Usuaria","654.0"
"Año 2013","Extremadura","Badajoz","Familiares/Personas allegadas","193.0"
"Año 2013","Extremadura","Badajoz","Otros","20.0"
"Año 2013","Extremadura","Cáceres","Usuaria","405.0"
"Año 2013","Extremadura","Cáceres","Familiares/Personas allegadas","141.0"
"Año 2013","Extremadura","Cáceres","Otros","15.0"
"Año 2013","Galicia","A Coruña","Usuaria","868.0"
"Año 2013","Galicia","A Coruña","Familiares/Personas allegadas","332.0"
"Año 2013","Galicia","A Coruña","Otros","22.0"
"Año 2013","Galicia","Lugo","Usuaria","189.0"
"Año 2013","Galicia","Lugo","Familiares/Personas allegadas","100.0"
"Año 2013","Galicia","Lugo","Otros","5.0"
"Año 2013","Galicia","Ourense","Usuaria","194.0"
"Año 2013","Galicia","Ourense","Familiares/Personas allegadas","80.0"
"Año 2013","Galicia","Ourense","Otros","8.0"
"Año 2013","Galicia","Pontevedra","Usuaria","664.0"
"Año 2013","Galicia","Pontevedra","Familiares/Personas allegadas","227.0"
"Año 2013","Galicia","Pontevedra","Otros","25.0"
"Año 2013","Comunidad de Madrid","Madrid","Usuaria","9124.0"
"Año 2013","Comunidad de Madrid","Madrid","Familiares/Personas allegadas","3599.0"
"Año 2013","Comunidad de Madrid","Madrid","Otros","320.0"
"Año 2013","Región de Murcia","Murcia","Usuaria","1016.0"
"Año 2013","Región de Murcia","Murcia","Familiares/Personas allegadas","374.0"
"Año 2013","Región de Murcia","Murcia","Otros","35.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Usuaria","446.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Familiares/Personas allegadas","187.0"
"Año 2013","Comunidad Foral de Navarra","Navarra","Otros","19.0"
"Año 2013","País Vasco","Álava","Usuaria","142.0"
"Año 2013","País Vasco","Álava","Familiares/Personas allegadas","80.0"
"Año 2013","País Vasco","Álava","Otros","6.0"
"Año 2013","País Vasco","Guipúzcoa","Usuaria","241.0"
"Año 2013","País Vasco","Guipúzcoa","Familiares/Personas allegadas","134.0"
"Año 2013","País Vasco","Guipúzcoa","Otros","16.0"
"Año 2013","País Vasco","Vizcaya","Usuaria","547.0"
"Año 2013","País Vasco","Vizcaya","Familiares/Personas allegadas","284.0"
"Año 2013","País Vasco","Vizcaya","Otros","17.0"
"Año 2013","La Rioja","La Rioja","Usuaria","210.0"
"Año 2013","La Rioja","La Rioja","Familiares/Personas allegadas","84.0"
"Año 2013","La Rioja","La Rioja","Otros","5.0"
"Año 2013","Ceuta","Ceuta","Usuaria","37.0"
"Año 2013","Ceuta","Ceuta","Familiares/Personas allegadas","27.0"
"Año 2013","Ceuta","Ceuta","Otros","3.0"
"Año 2013","Melilla","Melilla","Usuaria","55.0"
"Año 2013","Melilla","Melilla","Familiares/Personas allegadas","28.0"
"Año 2013","Melilla","Melilla","Otros","3.0"
"Año 2014","Andalucía","Almería","Usuaria","679.0"
"Año 2014","Andalucía","Almería","Familiares/Personas allegadas","275.0"
"Año 2014","Andalucía","Almería","Otros","42.0"
"Año 2014","Andalucía","Cádiz","Usuaria","1241.0"
"Año 2014","Andalucía","Cádiz","Familiares/Personas allegadas","491.0"
"Año 2014","Andalucía","Cádiz","Otros","43.0"
"Año 2014","Andalucía","Córdoba","Usuaria","756.0"
"Año 2014","Andalucía","Córdoba","Familiares/Personas allegadas","297.0"
"Año 2014","Andalucía","Córdoba","Otros","20.0"
"Año 2014","Andalucía","Granada","Usuaria","1009.0"
"Año 2014","Andalucía","Granada","Familiares/Personas allegadas","445.0"
"Año 2014","Andalucía","Granada","Otros","46.0"
"Año 2014","Andalucía","Huelva","Usuaria","534.0"
"Año 2014","Andalucía","Huelva","Familiares/Personas allegadas","212.0"
"Año 2014","Andalucía","Huelva","Otros","31.0"
"Año 2014","Andalucía","Jaén","Usuaria","549.0"
"Año 2014","Andalucía","Jaén","Familiares/Personas allegadas","199.0"
"Año 2014","Andalucía","Jaén","Otros","20.0"
"Año 2014","Andalucía","Málaga","Usuaria","1921.0"
"Año 2014","Andalucía","Málaga","Familiares/Personas allegadas","721.0"
"Año 2014","Andalucía","Málaga","Otros","85.0"
"Año 2014","Andalucía","Sevilla","Usuaria","2655.0"
"Año 2014","Andalucía","Sevilla","Familiares/Personas allegadas","946.0"
"Año 2014","Andalucía","Sevilla","Otros","72.0"
"Año 2014","Aragón","Huesca","Usuaria","114.0"
"Año 2014","Aragón","Huesca","Familiares/Personas allegadas","34.0"
"Año 2014","Aragón","Huesca","Otros","8.0"
"Año 2014","Aragón","Teruel","Usuaria","54.0"
"Año 2014","Aragón","Teruel","Familiares/Personas allegadas","13.0"
"Año 2014","Aragón","Teruel","Otros","5.0"
"Año 2014","Aragón","Zaragoza","Usuaria","723.0"
"Año 2014","Aragón","Zaragoza","Familiares/Personas allegadas","285.0"
"Año 2014","Aragón","Zaragoza","Otros","44.0"
"Año 2014","Principado de Asturias","Asturias","Usuaria","885.0"
"Año 2014","Principado de Asturias","Asturias","Familiares/Personas allegadas","337.0"
"Año 2014","Principado de Asturias","Asturias","Otros","37.0"
"Año 2014","Islas Baleares","Islas Baleares","Usuaria","956.0"
"Año 2014","Islas Baleares","Islas Baleares","Familiares/Personas allegadas","387.0"
"Año 2014","Islas Baleares","Islas Baleares","Otros","45.0"
"Año 2014","Canarias","Las Palmas","Usuaria","1540.0"
"Año 2014","Canarias","Las Palmas","Familiares/Personas allegadas","569.0"
"Año 2014","Canarias","Las Palmas","Otros","51.0"
"Año 2014","Canarias","Santa Cruz de Tenerife","Usuaria","1226.0"
"Año 2014","Canarias","Santa Cruz de Tenerife","Familiares/Personas allegadas","486.0"
"Año 2014","Canarias","Santa Cruz de Tenerife","Otros","44.0"
"Año 2014","Cantabria","Cantabria","Usuaria","607.0"
"Año 2014","Cantabria","Cantabria","Familiares/Personas allegadas","206.0"
"Año 2014","Cantabria","Cantabria","Otros","18.0"
"Año 2014","Castilla y León","Ávila","Usuaria","160.0"
"Año 2014","Castilla y León","Ávila","Familiares/Personas allegadas","60.0"
"Año 2014","Castilla y León","Ávila","Otros","4.0"
"Año 2014","Castilla y León","Burgos","Usuaria","297.0"
"Año 2014","Castilla y León","Burgos","Familiares/Personas allegadas","105.0"
"Año 2014","Castilla y León","Burgos","Otros","7.0"
"Año 2014","Castilla y León","León","Usuaria","375.0"
"Año 2014","Castilla y León","León","Familiares/Personas allegadas","140.0"
"Año 2014","Castilla y León","León","Otros","8.0"
"Año 2014","Castilla y León","Palencia","Usuaria","148.0"
"Año 2014","Castilla y León","Palencia","Familiares/Personas allegadas","42.0"
"Año 2014","Castilla y León","Palencia","Otros","5.0"
"Año 2014","Castilla y León","Salamanca","Usuaria","307.0"
"Año 2014","Castilla y León","Salamanca","Familiares/Personas allegadas","122.0"
"Año 2014","Castilla y León","Salamanca","Otros","9.0"
"Año 2014","Castilla y León","Segovia","Usuaria","136.0"
"Año 2014","Castilla y León","Segovia","Familiares/Personas allegadas","48.0"
"Año 2014","Castilla y León","Segovia","Otros","7.0"
"Año 2014","Castilla y León","Soria","Usuaria","42.0"
"Año 2014","Castilla y León","Soria","Familiares/Personas allegadas","13.0"
"Año 2014","Castilla y León","Soria","Otros","1.0"
"Año 2014","Castilla y León","Valladolid","Usuaria","612.0"
"Año 2014","Castilla y León","Valladolid","Familiares/Personas allegadas","194.0"
"Año 2014","Castilla y León","Valladolid","Otros","16.0"
"Año 2014","Castilla y León","Zamora","Usuaria","140.0"
"Año 2014","Castilla y León","Zamora","Familiares/Personas allegadas","52.0"
"Año 2014","Castilla y León","Zamora","Otros","5.0"
"Año 2014","Castilla - La Mancha","Albacete","Usuaria","292.0"
"Año 2014","Castilla - La Mancha","Albacete","Familiares/Personas allegadas","91.0"
"Año 2014","Castilla - La Mancha","Albacete","Otros","11.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Usuaria","363.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Familiares/Personas allegadas","123.0"
"Año 2014","Castilla - La Mancha","Ciudad Real","Otros","12.0"
"Año 2014","Castilla - La Mancha","Cuenca","Usuaria","140.0"
"Año 2014","Castilla - La Mancha","Cuenca","Familiares/Personas allegadas","35.0"
"Año 2014","Castilla - La Mancha","Cuenca","Otros","5.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Usuaria","256.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Familiares/Personas allegadas","92.0"
"Año 2014","Castilla - La Mancha","Guadalajara","Otros","5.0"
"Año 2014","Castilla - La Mancha","Toledo","Usuaria","747.0"
"Año 2014","Castilla - La Mancha","Toledo","Familiares/Personas allegadas","245.0"
"Año 2014","Castilla - La Mancha","Toledo","Otros","36.0"
"Año 2014","Cataluña","Barcelona","Usuaria","4619.0"
"Año 2014","Cataluña","Barcelona","Familiares/Personas allegadas","1547.0"
"Año 2014","Cataluña","Barcelona","Otros","112.0"
"Año 2014","Cataluña","Girona","Usuaria","333.0"
"Año 2014","Cataluña","Girona","Familiares/Personas allegadas","105.0"
"Año 2014","Cataluña","Girona","Otros","6.0"
"Año 2014","Cataluña","Lleida","Usuaria","172.0"
"Año 2014","Cataluña","Lleida","Familiares/Personas allegadas","59.0"
"Año 2014","Cataluña","Lleida","Otros","3.0"
"Año 2014","Cataluña","Tarragona","Usuaria","599.0"
"Año 2014","Cataluña","Tarragona","Familiares/Personas allegadas","183.0"
"Año 2014","Cataluña","Tarragona","Otros","13.0"
"Año 2014","Comunidad Valenciana","Alicante","Usuaria","2459.0"
"Año 2014","Comunidad Valenciana","Alicante","Familiares/Personas allegadas","580.0"
"Año 2014","Comunidad Valenciana","Alicante","Otros","67.0"
"Año 2014","Comunidad Valenciana","Castellón","Usuaria","605.0"
"Año 2014","Comunidad Valenciana","Castellón","Familiares/Personas allegadas","128.0"
"Año 2014","Comunidad Valenciana","Castellón","Otros","16.0"
"Año 2014","Comunidad Valenciana","Valencia","Usuaria","3389.0"
"Año 2014","Comunidad Valenciana","Valencia","Familiares/Personas allegadas","872.0"
"Año 2014","Comunidad Valenciana","Valencia","Otros","109.0"
"Año 2014","Extremadura","Badajoz","Usuaria","654.0"
"Año 2014","Extremadura","Badajoz","Familiares/Personas allegadas","225.0"
"Año 2014","Extremadura","Badajoz","Otros","24.0"
"Año 2014","Extremadura","Cáceres","Usuaria","377.0"
"Año 2014","Extremadura","Cáceres","Familiares/Personas allegadas","129.0"
"Año 2014","Extremadura","Cáceres","Otros","12.0"
"Año 2014","Galicia","A Coruña","Usuaria","649.0"
"Año 2014","Galicia","A Coruña","Familiares/Personas allegadas","228.0"
"Año 2014","Galicia","A Coruña","Otros","26.0"
"Año 2014","Galicia","Lugo","Usuaria","308.0"
"Año 2014","Galicia","Lugo","Familiares/Personas allegadas","98.0"
"Año 2014","Galicia","Lugo","Otros","6.0"
"Año 2014","Galicia","Ourense","Usuaria","195.0"
"Año 2014","Galicia","Ourense","Familiares/Personas allegadas","78.0"
"Año 2014","Galicia","Ourense","Otros","8.0"
"Año 2014","Galicia","Pontevedra","Usuaria","917.0"
"Año 2014","Galicia","Pontevedra","Familiares/Personas allegadas","354.0"
"Año 2014","Galicia","Pontevedra","Otros","33.0"
"Año 2014","Comunidad de Madrid","Madrid","Usuaria","11596.0"
"Año 2014","Comunidad de Madrid","Madrid","Familiares/Personas allegadas","3764.0"
"Año 2014","Comunidad de Madrid","Madrid","Otros","411.0"
"Año 2014","Región de Murcia","Murcia","Usuaria","1229.0"
"Año 2014","Región de Murcia","Murcia","Familiares/Personas allegadas","520.0"
"Año 2014","Región de Murcia","Murcia","Otros","40.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Usuaria","557.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Familiares/Personas allegadas","199.0"
"Año 2014","Comunidad Foral de Navarra","Navarra","Otros","17.0"
"Año 2014","País Vasco","Álava","Usuaria","175.0"
"Año 2014","País Vasco","Álava","Familiares/Personas allegadas","92.0"
"Año 2014","País Vasco","Álava","Otros","8.0"
"Año 2014","País Vasco","Guipúzcoa","Usuaria","312.0"
"Año 2014","País Vasco","Guipúzcoa","Familiares/Personas allegadas","124.0"
"Año 2014","País Vasco","Guipúzcoa","Otros","9.0"
"Año 2014","País Vasco","Vizcaya","Usuaria","881.0"
"Año 2014","País Vasco","Vizcaya","Familiares/Personas allegadas","276.0"
"Año 2014","País Vasco","Vizcaya","Otros","18.0"
"Año 2014","La Rioja","La Rioja","Usuaria","269.0"
"Año 2014","La Rioja","La Rioja","Familiares/Personas allegadas","115.0"
"Año 2014","La Rioja","La Rioja","Otros","11.0"
"Año 2014","Ceuta","Ceuta","Usuaria","62.0"
"Año 2014","Ceuta","Ceuta","Familiares/Personas allegadas","35.0"
"Año 2014","Ceuta","Ceuta","Otros","4.0"
"Año 2014","Melilla","Melilla","Usuaria","75.0"
"Año 2014","Melilla","Melilla","Familiares/Personas allegadas","30.0"
"Año 2014","Melilla","Melilla","Otros","4.0"
"Año 2014","No consta","No consta","Usuaria","1.0"
"Año 2014","No consta","No consta","Familiares/Personas allegadas","2.0"
"Año 2015","Andalucía","Almería","Usuaria","498.0"
"Año 2015","Andalucía","Almería","Familiares/Personas allegadas","183.0"
"Año 2015","Andalucía","Almería","Otros","18.0"
"Año 2015","Andalucía","Cádiz","Usuaria","881.0"
"Año 2015","Andalucía","Cádiz","Familiares/Personas allegadas","333.0"
"Año 2015","Andalucía","Cádiz","Otros","32.0"
"Año 2015","Andalucía","Córdoba","Usuaria","495.0"
"Año 2015","Andalucía","Córdoba","Familiares/Personas allegadas","183.0"
"Año 2015","Andalucía","Córdoba","Otros","20.0"
"Año 2015","Andalucía","Granada","Usuaria","746.0"
"Año 2015","Andalucía","Granada","Familiares/Personas allegadas","325.0"
"Año 2015","Andalucía","Granada","Otros","26.0"
"Año 2015","Andalucía","Huelva","Usuaria","350.0"
"Año 2015","Andalucía","Huelva","Familiares/Personas allegadas","147.0"
"Año 2015","Andalucía","Huelva","Otros","13.0"
"Año 2015","Andalucía","Jaén","Usuaria","366.0"
"Año 2015","Andalucía","Jaén","Familiares/Personas allegadas","148.0"
"Año 2015","Andalucía","Jaén","Otros","12.0"
"Año 2015","Andalucía","Málaga","Usuaria","1365.0"
"Año 2015","Andalucía","Málaga","Familiares/Personas allegadas","557.0"
"Año 2015","Andalucía","Málaga","Otros","70.0"
"Año 2015","Andalucía","Sevilla","Usuaria","1811.0"
"Año 2015","Andalucía","Sevilla","Familiares/Personas allegadas","725.0"
"Año 2015","Andalucía","Sevilla","Otros","76.0"
"Año 2015","Aragón","Huesca","Usuaria","86.0"
"Año 2015","Aragón","Huesca","Familiares/Personas allegadas","25.0"
"Año 2015","Aragón","Huesca","Otros","15.0"
"Año 2015","Aragón","Teruel","Usuaria","39.0"
"Año 2015","Aragón","Teruel","Familiares/Personas allegadas","20.0"
"Año 2015","Aragón","Teruel","Otros","5.0"
"Año 2015","Aragón","Zaragoza","Usuaria","540.0"
"Año 2015","Aragón","Zaragoza","Familiares/Personas allegadas","228.0"
"Año 2015","Aragón","Zaragoza","Otros","35.0"
"Año 2015","Principado de Asturias","Asturias","Usuaria","601.0"
"Año 2015","Principado de Asturias","Asturias","Familiares/Personas allegadas","247.0"
"Año 2015","Principado de Asturias","Asturias","Otros","22.0"
"Año 2015","Islas Baleares","Islas Baleares","Usuaria","664.0"
"Año 2015","Islas Baleares","Islas Baleares","Familiares/Personas allegadas","275.0"
"Año 2015","Islas Baleares","Islas Baleares","Otros","29.0"
"Año 2015","Canarias","Las Palmas","Usuaria","1122.0"
"Año 2015","Canarias","Las Palmas","Familiares/Personas allegadas","422.0"
"Año 2015","Canarias","Las Palmas","Otros","35.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Usuaria","854.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Familiares/Personas allegadas","326.0"
"Año 2015","Canarias","Santa Cruz de Tenerife","Otros","46.0"
"Año 2015","Cantabria","Cantabria","Usuaria","353.0"
"Año 2015","Cantabria","Cantabria","Familiares/Personas allegadas","139.0"
"Año 2015","Cantabria","Cantabria","Otros","5.0"
"Año 2015","Castilla y León","Ávila","Usuaria","120.0"
"Año 2015","Castilla y León","Ávila","Familiares/Personas allegadas","34.0"
"Año 2015","Castilla y León","Ávila","Otros","1.0"
"Año 2015","Castilla y León","Burgos","Usuaria","227.0"
"Año 2015","Castilla y León","Burgos","Familiares/Personas allegadas","108.0"
"Año 2015","Castilla y León","Burgos","Otros","9.0"
"Año 2015","Castilla y León","León","Usuaria","292.0"
"Año 2015","Castilla y León","León","Familiares/Personas allegadas","90.0"
"Año 2015","Castilla y León","León","Otros","9.0"
"Año 2015","Castilla y León","Palencia","Usuaria","84.0"
"Año 2015","Castilla y León","Palencia","Familiares/Personas allegadas","40.0"
"Año 2015","Castilla y León","Palencia","Otros","2.0"
"Año 2015","Castilla y León","Salamanca","Usuaria","213.0"
"Año 2015","Castilla y León","Salamanca","Familiares/Personas allegadas","92.0"
"Año 2015","Castilla y León","Salamanca","Otros","6.0"
"Año 2015","Castilla y León","Segovia","Usuaria","86.0"
"Año 2015","Castilla y León","Segovia","Familiares/Personas allegadas","37.0"
"Año 2015","Castilla y León","Segovia","Otros","3.0"
"Año 2015","Castilla y León","Soria","Usuaria","18.0"
"Año 2015","Castilla y León","Soria","Familiares/Personas allegadas","6.0"
"Año 2015","Castilla y León","Soria","Otros","1.0"
"Año 2015","Castilla y León","Valladolid","Usuaria","548.0"
"Año 2015","Castilla y León","Valladolid","Familiares/Personas allegadas","158.0"
"Año 2015","Castilla y León","Valladolid","Otros","15.0"
"Año 2015","Castilla y León","Zamora","Usuaria","148.0"
"Año 2015","Castilla y León","Zamora","Familiares/Personas allegadas","27.0"
"Año 2015","Castilla y León","Zamora","Otros","3.0"
"Año 2015","Castilla - La Mancha","Albacete","Usuaria","228.0"
"Año 2015","Castilla - La Mancha","Albacete","Familiares/Personas allegadas","80.0"
"Año 2015","Castilla - La Mancha","Albacete","Otros","5.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Usuaria","240.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Familiares/Personas allegadas","90.0"
"Año 2015","Castilla - La Mancha","Ciudad Real","Otros","14.0"
"Año 2015","Castilla - La Mancha","Cuenca","Usuaria","81.0"
"Año 2015","Castilla - La Mancha","Cuenca","Familiares/Personas allegadas","30.0"
"Año 2015","Castilla - La Mancha","Cuenca","Otros","5.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Usuaria","190.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Familiares/Personas allegadas","54.0"
"Año 2015","Castilla - La Mancha","Guadalajara","Otros","7.0"
"Año 2015","Castilla - La Mancha","Toledo","Usuaria","582.0"
"Año 2015","Castilla - La Mancha","Toledo","Familiares/Personas allegadas","169.0"
"Año 2015","Castilla - La Mancha","Toledo","Otros","52.0"
"Año 2015","Cataluña","Barcelona","Usuaria","3577.0"
"Año 2015","Cataluña","Barcelona","Familiares/Personas allegadas","1226.0"
"Año 2015","Cataluña","Barcelona","Otros","71.0"
"Año 2015","Cataluña","Girona","Usuaria","296.0"
"Año 2015","Cataluña","Girona","Familiares/Personas allegadas","95.0"
"Año 2015","Cataluña","Girona","Otros","11.0"
"Año 2015","Cataluña","Lleida","Usuaria","137.0"
"Año 2015","Cataluña","Lleida","Familiares/Personas allegadas","49.0"
"Año 2015","Cataluña","Lleida","Otros","3.0"
"Año 2015","Cataluña","Tarragona","Usuaria","448.0"
"Año 2015","Cataluña","Tarragona","Familiares/Personas allegadas","132.0"
"Año 2015","Cataluña","Tarragona","Otros","5.0"
"Año 2015","Comunidad Valenciana","Alicante","Usuaria","1962.0"
"Año 2015","Comunidad Valenciana","Alicante","Familiares/Personas allegadas","494.0"
"Año 2015","Comunidad Valenciana","Alicante","Otros","38.0"
"Año 2015","Comunidad Valenciana","Castellón","Usuaria","416.0"
"Año 2015","Comunidad Valenciana","Castellón","Familiares/Personas allegadas","99.0"
"Año 2015","Comunidad Valenciana","Castellón","Otros","15.0"
"Año 2015","Comunidad Valenciana","Valencia","Usuaria","2346.0"
"Año 2015","Comunidad Valenciana","Valencia","Familiares/Personas allegadas","711.0"
"Año 2015","Comunidad Valenciana","Valencia","Otros","108.0"
"Año 2015","Extremadura","Badajoz","Usuaria","373.0"
"Año 2015","Extremadura","Badajoz","Familiares/Personas allegadas","165.0"
"Año 2015","Extremadura","Badajoz","Otros","22.0"
"Año 2015","Extremadura","Cáceres","Usuaria","218.0"
"Año 2015","Extremadura","Cáceres","Familiares/Personas allegadas","105.0"
"Año 2015","Extremadura","Cáceres","Otros","13.0"
"Año 2015","Galicia","A Coruña","Usuaria","419.0"
"Año 2015","Galicia","A Coruña","Familiares/Personas allegadas","122.0"
"Año 2015","Galicia","A Coruña","Otros","9.0"
"Año 2015","Galicia","Lugo","Usuaria","199.0"
"Año 2015","Galicia","Lugo","Familiares/Personas allegadas","82.0"
"Año 2015","Galicia","Lugo","Otros","5.0"
"Año 2015","Galicia","Ourense","Usuaria","158.0"
"Año 2015","Galicia","Ourense","Familiares/Personas allegadas","58.0"
"Año 2015","Galicia","Ourense","Otros","3.0"
"Año 2015","Galicia","Pontevedra","Usuaria","830.0"
"Año 2015","Galicia","Pontevedra","Familiares/Personas allegadas","307.0"
"Año 2015","Galicia","Pontevedra","Otros","22.0"
"Año 2015","Comunidad de Madrid","Madrid","Usuaria","7826.0"
"Año 2015","Comunidad de Madrid","Madrid","Familiares/Personas allegadas","2774.0"
"Año 2015","Comunidad de Madrid","Madrid","Otros","300.0"
"Año 2015","Región de Murcia","Murcia","Usuaria","906.0"
"Año 2015","Región de Murcia","Murcia","Familiares/Personas allegadas","399.0"
"Año 2015","Región de Murcia","Murcia","Otros","36.0"
"Año 2015","Comunidad Foral de Navarra","Navarra","Usuaria","357.0"
"Año 2015","Comunidad Foral de Navarra","Navarra","Familiares/Personas allegadas","161.0"
"Año 2015","Comunidad Foral de Navarra","Navarra","Otros","10.0"
"Año 2015","País Vasco","Álava","Usuaria","140.0"
"Año 2015","País Vasco","Álava","Familiares/Personas allegadas","68.0"
"Año 2015","País Vasco","Álava","Otros","5.0"
"Año 2015","País Vasco","Guipúzcoa","Usuaria","229.0"
"Año 2015","País Vasco","Guipúzcoa","Familiares/Personas allegadas","102.0"
"Año 2015","País Vasco","Guipúzcoa","Otros","7.0"
"Año 2015","País Vasco","Vizcaya","Usuaria","534.0"
"Año 2015","País Vasco","Vizcaya","Familiares/Personas allegadas","211.0"
"Año 2015","País Vasco","Vizcaya","Otros","15.0"
"Año 2015","La Rioja","La Rioja","Usuaria","166.0"
"Año 2015","La Rioja","La Rioja","Familiares/Personas allegadas","79.0"
"Año 2015","La Rioja","La Rioja","Otros","4.0"
"Año 2015","Ceuta","Ceuta","Usuaria","66.0"
"Año 2015","Ceuta","Ceuta","Familiares/Personas allegadas","21.0"
